input1,input2,target1,target2
307.1,1325.6,1778.8,1287.0
306.8,1332.4,1775.5,1262.0
306.0,1338.4,1783.8,1241.0
305.3,1337.0,1776.8,1235.0
301.0,1336.3,1740.6,1244.0
297.7,1335.3,1723.4,1262.0
293.0,1336.5,1710.5,1276.0
290.7,1334.1,1689.8,1303.0
287.8,1336.4,1669.2,1310.0
285.1,1336.3,1653.9,1331.0
281.5,1336.4,1637.3,1342.0
278.5,1336.3,1620.1,1362.0
274.6,1337.1,1601.8,1378.0
271.5,1333.3,1579.7,1396.0
267.9,1336.8,1569.5,1405.0
265.1,1335.6,1548.9,1411.0
261.6,1335.4,1529.4,1434.0
259.5,1336.7,1510.2,1445.0
256.2,1335.3,1493.0,1443.0
252.5,1336.0,1477.0,1448.0
250.5,1336.4,1460.2,1463.0
247.3,1335.8,1440.1,1477.0
243.5,1336.2,1420.9,1488.0
240.5,1337.6,1405.3,1495.0
237.6,1336.8,1384.4,1505.0
233.8,1336.4,1370.0,1511.0
231.1,1336.1,1363.5,1537.0
228.6,1336.6,1327.5,1545.0
225.5,1336.7,1322.4,1548.0
222.3,1335.5,1302.1,1560.0
219.4,1336.7,1289.6,1568.0
217.3,1337.1,1270.8,1566.0
213.7,1336.6,1243.7,1577.0
211.1,1333.2,1230.1,1598.0
207.9,1336.6,1211.3,1599.0
205.7,1336.3,1195.3,1610.0
202.5,1334.8,1172.4,1623.0
199.7,1336.2,1159.4,1627.0
196.7,1336.8,1144.0,1640.0
194.8,1335.0,1122.1,1636.0
191.2,1336.0,1101.5,1625.0
188.3,1336.1,1081.0,1632.0
185.6,1336.7,1070.0,1625.0
182.5,1335.9,1054.6,1632.0
180.1,1335.2,1031.1,1631.0
177.6,1336.9,1017.0,1621.0
174.9,1336.4,998.6,1607.0
172.3,1336.0,981.2,1595.0
169.5,1336.0,959.7,1596.0
167.4,1336.0,946.1,1596.0
164.7,1336.6,931.3,1576.0
161.6,1336.6,912.0,1557.0
158.8,1335.8,890.9,1555.0
156.3,1336.7,873.5,1534.0
153.9,1332.2,857.9,1533.0
152.3,1333.5,837.5,1522.0
149.5,1337.1,816.5,1493.0
147.0,1338.5,804.1,1468.0
143.9,1335.6,787.8,1437.0
140.9,1336.1,767.3,1432.0
137.9,1335.5,752.7,1412.0
134.5,1335.6,735.5,1390.0
131.6,1335.3,716.3,1361.0
128.6,1335.8,695.8,1338.0
126.4,1336.4,680.0,1312.0
123.2,1335.7,661.5,1286.0
120.1,1336.2,645.6,1255.0
117.7,1333.6,621.0,1254.0
115.2,1336.6,612.5,1222.0
112.6,1335.0,590.2,1204.0
110.0,1337.0,572.7,1175.0
107.0,1335.8,553.9,1144.0
104.4,1336.2,533.4,1121.0
102.2,1337.1,521.4,1091.0
99.2,1336.0,500.8,1045.0
95.7,1334.6,487.4,1008.0
93.1,1335.8,466.0,974.0
90.4,1336.6,446.0,927.0
87.2,1336.3,435.2,881.0
83.5,1336.2,416.1,836.0
80.9,1335.5,393.5,807.0
78.8,1336.6,376.5,775.0
76.3,1336.6,363.0,743.0
74.0,1336.2,344.8,711.0
71.5,1335.6,325.3,674.0
68.7,1334.7,301.8,639.0
66.1,1335.0,290.3,609.0
63.4,1336.6,271.9,575.0
60.9,1336.6,257.8,547.0
57.9,1335.6,239.1,513.0
54.7,1334.2,219.6,484.0
52.1,1336.4,205.6,460.0
50.0,1336.2,187.4,441.0
47.4,1335.8,170.0,416.0
44.1,1335.6,147.6,390.0
41.1,1334.4,130.6,369.0
38.4,1336.6,107.6,350.0
36.0,1335.6,93.9,332.0
33.5,1336.4,80.5,313.0
31.3,1336.0,68.0,293.0
28.5,1334.7,46.3,265.0
25.8,1335.4,25.1,227.0
23.3,1334.8,11.1,185.0
18.9,1328.1,-65.3,0.0
11.1,1328.7,-136.6,0.0
6.0,1348.3,-141.8,0.0
4.1,1358.6,-145.2,0.0
2.9,1366.0,-141.5,0.0
2.3,1369.6,-141.3,0.0
1.9,1375.8,-145.1,0.0
1.6,1383.4,-143.5,0.0
1.4,1386.3,-145.1,0.0
1.3,1391.8,-146.1,0.0
1.1,1400.0,-145.5,0.0
1.1,1405.1,-143.3,0.0
1.0,1411.3,-151.7,0.0
1.0,1415.4,-146.8,0.0
1.0,1421.9,-145.2,0.0
0.9,1427.9,-149.6,0.0
0.9,1433.7,-146.1,0.0
1.0,1439.8,-147.0,0.0
4.8,1458.5,-72.2,0.0
12.7,1470.7,7.4,144.0
17.2,1460.0,5.3,174.0
20.0,1461.7,35.7,201.0
22.7,1460.3,37.3,234.0
25.3,1459.8,62.5,264.0
27.8,1456.7,72.2,291.0
30.7,1459.2,104.9,323.0
33.7,1459.6,116.4,344.0
36.6,1459.5,123.6,364.0
39.5,1458.7,148.5,384.0
42.0,1457.0,166.5,398.0
44.0,1460.5,189.8,413.0
46.8,1459.0,195.5,431.0
49.9,1458.7,212.7,455.0
53.4,1460.1,237.6,484.0
56.7,1458.9,257.3,500.0
59.4,1458.8,272.2,512.0
62.0,1459.1,283.0,536.0
64.9,1459.4,313.5,558.0
67.4,1460.0,327.2,577.0
69.9,1459.7,348.2,597.0
72.4,1459.8,360.2,626.0
75.4,1457.1,377.7,656.0
78.3,1459.9,397.1,694.0
81.7,1458.1,405.6,745.0
84.4,1458.5,435.0,767.0
86.1,1459.8,450.8,799.0
89.1,1458.9,468.8,833.0
92.3,1459.2,484.4,868.0
95.3,1458.2,500.4,899.0
97.6,1457.4,517.3,926.0
100.2,1459.0,534.5,969.0
103.7,1459.3,556.2,998.0
106.6,1459.0,572.1,1019.0
109.2,1460.3,589.0,1035.0
111.5,1458.0,609.5,1052.0
113.4,1460.1,622.8,1078.0
116.2,1459.3,644.2,1108.0
119.5,1458.6,664.9,1133.0
121.9,1458.1,675.4,1152.0
125.0,1459.9,692.8,1178.0
128.1,1460.0,713.4,1208.0
130.9,1459.1,731.7,1221.0
132.8,1459.7,745.7,1236.0
135.6,1458.8,763.4,1254.0
138.6,1458.8,784.2,1268.0
142.3,1459.8,799.1,1306.0
144.8,1459.0,818.2,1329.0
147.6,1458.8,835.4,1338.0
150.6,1460.1,852.3,1357.0
154.0,1459.4,873.1,1366.0
156.6,1460.2,887.9,1391.0
159.3,1458.0,906.1,1405.0
161.4,1461.9,922.2,1419.0
164.0,1462.4,937.0,1429.0
167.1,1454.9,957.5,1449.0
169.2,1457.5,973.5,1464.0
171.9,1459.4,994.1,1472.0
174.1,1457.9,1013.1,1486.0
177.0,1459.6,1028.3,1500.0
180.4,1456.7,1041.8,1483.0
183.1,1459.8,1066.9,1476.0
186.1,1458.9,1074.2,1484.0
189.6,1459.8,1098.6,1476.0
192.5,1459.7,1117.4,1473.0
195.4,1457.7,1131.2,1459.0
196.9,1458.8,1148.1,1449.0
199.7,1458.8,1166.5,1457.0
202.8,1459.8,1185.6,1446.0
206.3,1460.1,1201.0,1430.0
208.8,1458.7,1220.3,1423.0
211.7,1459.9,1239.4,1400.0
214.0,1459.1,1252.2,1392.0
218.1,1457.8,1273.4,1383.0
220.9,1458.1,1289.7,1358.0
223.8,1457.9,1305.9,1334.0
225.6,1459.9,1327.3,1330.0
229.3,1457.4,1335.0,1329.0
232.3,1457.4,1361.5,1312.0
235.2,1458.9,1378.6,1304.0
237.6,1460.1,1395.1,1299.0
240.9,1457.9,1413.5,1284.0
243.8,1459.7,1429.9,1280.0
247.5,1459.1,1447.3,1269.0
250.1,1459.5,1468.5,1269.0
253.2,1459.0,1480.2,1270.0
256.4,1458.7,1497.1,1252.0
259.5,1460.1,1521.3,1235.0
262.7,1459.0,1534.4,1220.0
266.5,1459.6,1553.6,1206.0
269.6,1460.3,1573.1,1175.0
273.8,1457.4,1585.5,1162.0
276.5,1459.1,1603.9,1140.0
279.2,1459.9,1622.8,1120.0
283.1,1458.9,1640.1,1104.0
288.0,1458.1,1655.4,1095.0
291.5,1458.9,1676.5,1067.0
294.7,1457.6,1688.4,1048.0
298.5,1458.8,1708.0,1033.0
302.3,1458.8,1727.2,1011.0
306.1,1458.8,1740.6,994.0
307.5,1458.8,1756.4,987.0
306.0,1460.5,1737.0,986.0
306.2,1465.7,1738.5,982.0
306.1,1475.5,1727.1,976.0
305.4,1478.3,1733.6,980.0
305.1,1483.2,1725.9,975.0
304.7,1492.3,1721.2,958.0
304.8,1495.0,1717.3,956.0
303.1,1502.6,1718.0,962.0
302.3,1508.1,1711.4,976.0
302.8,1513.0,1700.3,970.0
303.0,1518.7,1713.2,954.0
301.4,1528.1,1707.8,949.0
300.6,1532.2,1702.2,955.0
301.6,1534.6,1696.4,961.0
299.5,1544.5,1706.9,964.0
299.0,1548.1,1694.1,959.0
299.6,1552.6,1690.6,953.0
299.0,1562.0,1694.7,952.0
298.8,1564.4,1688.4,955.0
296.4,1571.3,1688.8,965.0
292.7,1565.6,1659.8,991.0
288.7,1565.2,1641.4,1004.0
285.1,1567.6,1626.6,996.0
284.3,1565.0,1599.3,993.0
281.4,1566.7,1590.1,982.0
277.4,1564.9,1575.0,996.0
273.1,1566.5,1555.2,1020.0
270.5,1566.1,1544.8,1047.0
267.5,1568.8,1526.8,1058.0
263.5,1566.4,1509.9,1056.0
259.9,1565.9,1487.6,1062.0
256.7,1567.0,1468.7,1096.0
253.3,1565.2,1454.9,1140.0
248.9,1566.8,1438.9,1165.0
246.1,1565.9,1424.9,1151.0
243.3,1565.9,1407.2,1151.0
240.8,1566.2,1386.0,1172.0
237.2,1568.0,1368.3,1191.0
233.5,1567.1,1354.8,1212.0
231.6,1565.5,1338.2,1200.0
228.7,1563.8,1325.7,1212.0
225.0,1566.7,1310.5,1243.0
221.7,1566.4,1287.7,1279.0
218.7,1566.3,1282.3,1304.0
216.4,1566.0,1256.9,1326.0
213.0,1565.9,1235.8,1339.0
210.2,1566.1,1212.6,1354.0
207.0,1566.0,1202.0,1369.0
204.4,1565.3,1181.2,1367.0
201.0,1566.7,1172.1,1374.0
198.6,1565.2,1152.5,1402.0
195.5,1568.0,1141.3,1401.0
193.2,1565.0,1112.7,1380.0
190.1,1565.0,1095.2,1394.0
187.8,1566.1,1081.2,1430.0
184.9,1566.0,1062.3,1454.0
182.4,1566.1,1044.1,1468.0
179.5,1567.1,1034.0,1456.0
176.4,1564.8,1017.1,1457.0
173.8,1566.5,997.9,1459.0
171.6,1565.9,979.9,1455.0
169.1,1566.5,967.0,1440.0
166.1,1564.7,953.6,1429.0
163.3,1564.4,932.8,1423.0
160.0,1566.8,917.2,1397.0
157.5,1566.0,893.5,1397.0
155.4,1566.4,884.1,1384.0
152.4,1566.0,869.0,1356.0
149.4,1566.8,848.2,1345.0
146.9,1565.2,829.0,1337.0
144.8,1566.2,813.5,1332.0
142.7,1566.1,795.2,1321.0
140.1,1566.9,779.9,1300.0
137.6,1566.8,763.0,1278.0
134.9,1565.5,748.6,1265.0
132.5,1566.9,731.5,1259.0
130.3,1566.5,714.3,1236.0
127.5,1565.7,699.5,1207.0
124.6,1566.3,679.3,1193.0
122.8,1566.0,661.3,1181.0
119.9,1565.0,644.6,1155.0
116.9,1565.6,624.7,1135.0
114.1,1566.0,609.7,1117.0
112.0,1566.3,595.0,1099.0
109.5,1565.7,578.6,1077.0
107.6,1566.0,561.9,1061.0
105.4,1565.6,547.5,1033.0
102.3,1565.3,526.3,993.0
99.4,1566.4,510.2,966.0
97.7,1566.7,495.3,948.0
95.1,1566.4,477.7,905.0
92.5,1565.6,461.3,872.0
90.1,1566.0,443.6,838.0
87.1,1566.7,424.5,807.0
84.7,1566.0,409.0,774.0
82.9,1566.8,393.0,744.0
80.5,1566.3,382.4,700.0
77.4,1565.7,360.4,658.0
74.5,1565.6,341.8,626.0
72.1,1566.0,327.7,596.0
69.9,1566.1,309.7,565.0
67.3,1565.6,292.2,541.0
64.7,1566.4,270.9,511.0
62.3,1566.1,256.9,489.0
59.9,1566.1,238.2,472.0
57.4,1566.9,226.3,447.0
54.9,1567.2,209.4,426.0
52.7,1566.4,195.7,401.0
50.1,1566.8,178.8,385.0
47.6,1565.2,154.4,368.0
45.1,1565.7,139.4,351.0
42.3,1565.5,124.9,335.0
39.6,1565.7,96.6,320.0
37.2,1565.2,82.0,306.0
35.0,1566.3,80.4,291.0
32.8,1566.8,60.9,268.0
30.4,1565.2,38.8,242.0
27.7,1565.7,19.3,221.0
25.2,1566.0,7.3,191.0
19.9,1558.4,-68.1,0.0
11.2,1555.1,-155.8,0.0
6.1,1577.5,-164.0,0.0
4.2,1587.6,-163.4,0.0
3.1,1596.0,-158.6,0.0
2.4,1597.7,-161.5,0.0
1.9,1607.6,-173.7,0.0
1.6,1612.3,-156.9,0.0
1.4,1615.9,-169.9,0.0
1.2,1625.9,-164.6,0.0
1.1,1629.0,-168.1,0.0
1.0,1634.0,-174.3,0.0
0.9,1642.8,-169.9,0.0
0.9,1646.0,-167.9,0.0
0.9,1651.6,-174.6,0.0
0.8,1658.0,-165.5,0.0
0.8,1661.1,-176.7,0.0
1.2,1673.4,-162.4,0.0
7.6,1691.1,-78.8,0.0
16.9,1706.1,11.7,168.0
20.4,1689.3,7.7,186.0
22.9,1690.8,23.8,217.0
26.1,1690.5,38.3,248.0
28.6,1687.0,62.6,265.0
30.2,1685.6,73.1,279.0
32.2,1686.0,84.0,300.0
35.3,1692.0,108.8,330.0
39.3,1690.0,128.2,357.0
42.8,1690.2,142.1,376.0
45.4,1689.4,167.5,385.0
47.1,1685.1,178.7,388.0
48.4,1688.2,190.0,395.0
50.6,1688.3,208.6,414.0
54.0,1687.4,210.2,442.0
57.2,1691.2,240.3,478.0
61.1,1688.8,260.8,499.0
62.9,1685.7,273.6,501.0
64.0,1689.5,289.8,505.0
65.6,1688.5,309.4,524.0
68.2,1690.6,320.8,553.0
72.1,1692.4,339.7,598.0
75.8,1689.8,352.1,622.0
78.1,1685.7,372.4,649.0
79.9,1688.0,388.0,663.0
80.9,1687.0,405.3,678.0
82.8,1686.0,419.5,717.0
86.0,1690.2,426.0,765.0
89.0,1690.8,450.4,797.0
91.8,1690.5,470.4,827.0
94.7,1689.9,488.0,857.0
97.0,1689.3,511.2,871.0
98.7,1689.2,519.9,886.0
100.8,1687.4,537.1,911.0
103.2,1690.2,551.8,928.0
106.1,1689.6,565.2,946.0
109.1,1690.5,583.2,967.0
111.4,1689.8,605.1,967.0
112.9,1687.7,616.7,978.0
115.1,1689.4,637.4,988.0
117.6,1687.8,651.5,1010.0
120.8,1688.7,667.0,1033.0
124.1,1690.5,680.0,1046.0
127.0,1690.1,700.4,1058.0
129.3,1687.4,715.4,1068.0
131.1,1690.2,733.2,1073.0
133.2,1687.7,751.7,1085.0
135.2,1685.3,763.5,1096.0
137.0,1689.0,779.0,1118.0
140.3,1687.7,795.1,1137.0
143.5,1692.9,812.7,1142.0
146.8,1685.6,833.8,1144.0
148.5,1688.9,847.5,1156.0
150.4,1692.9,862.4,1152.0
152.6,1682.4,881.6,1170.0
154.8,1685.5,898.4,1192.0
158.0,1688.9,908.9,1205.0
160.8,1690.1,923.8,1219.0
162.9,1693.0,942.9,1213.0
165.6,1689.3,961.5,1214.0
167.6,1690.9,978.4,1216.0
169.9,1686.0,996.3,1228.0
172.4,1690.6,1013.4,1240.0
175.5,1688.9,1024.1,1240.0
178.6,1692.4,1040.8,1229.0
181.5,1690.2,1058.3,1219.0
184.5,1683.2,1073.8,1218.0
186.5,1687.6,1095.2,1212.0
189.4,1687.8,1110.5,1208.0
191.1,1687.8,1127.8,1212.0
193.5,1689.9,1140.4,1214.0
196.5,1688.9,1158.4,1194.0
200.2,1690.5,1176.4,1177.0
203.9,1689.7,1186.2,1165.0
206.3,1686.2,1206.3,1155.0
207.2,1690.1,1224.4,1151.0
210.7,1683.0,1237.4,1146.0
214.6,1686.2,1252.6,1133.0
217.6,1691.6,1271.9,1115.0
220.2,1691.7,1288.4,1098.0
222.9,1688.6,1308.0,1099.0
226.9,1686.1,1314.6,1095.0
229.9,1687.9,1339.1,1071.0
232.4,1691.7,1354.9,1055.0
235.5,1687.1,1375.8,1058.0
237.1,1689.1,1393.8,1053.0
239.5,1689.8,1403.7,1057.0
242.9,1690.6,1416.8,1048.0
247.3,1689.1,1437.1,1025.0
251.6,1688.6,1450.6,1004.0
255.0,1690.5,1470.0,983.0
257.6,1687.6,1481.1,975.0
259.9,1685.4,1504.4,971.0
262.5,1689.1,1518.2,965.0
266.0,1689.7,1532.7,949.0
270.3,1689.8,1552.5,930.0
274.7,1690.9,1562.1,907.0
280.0,1690.4,1585.8,892.0
282.8,1687.6,1600.1,875.0
285.6,1687.6,1618.5,864.0
287.2,1685.6,1628.0,860.0
288.3,1687.3,1628.1,854.0
287.6,1691.2,1618.2,857.0
288.1,1695.0,1605.0,857.0
286.5,1703.2,1606.4,853.0
286.1,1707.5,1614.5,853.0
284.6,1714.7,1588.6,851.0
283.4,1719.8,1578.9,854.0
283.7,1722.8,1589.6,856.0
282.5,1732.4,1570.5,851.0
281.7,1739.5,1573.0,847.0
281.1,1743.2,1565.9,848.0
280.4,1752.2,1567.4,841.0
280.2,1755.4,1558.9,835.0
280.2,1756.8,1552.6,838.0
278.7,1768.2,1542.5,830.0
278.7,1772.5,1545.6,829.0
278.0,1778.5,1535.3,819.0
277.0,1784.5,1535.3,812.0
276.3,1787.6,1524.7,805.0
275.4,1795.4,1514.5,801.0
272.2,1801.4,1511.1,801.0
269.3,1796.0,1488.6,824.0
264.6,1796.3,1469.1,848.0
260.4,1798.3,1451.6,875.0
256.6,1796.3,1432.2,891.0
254.2,1794.2,1410.2,895.0
251.2,1800.1,1412.8,903.0
248.5,1799.1,1391.7,918.0
245.6,1795.0,1376.1,933.0
242.6,1794.5,1359.3,934.0
239.3,1796.1,1343.5,937.0
236.5,1797.5,1326.2,939.0
234.7,1794.8,1314.6,933.0
231.8,1796.6,1296.0,937.0
228.9,1794.9,1284.7,931.0
225.4,1798.8,1266.0,932.0
222.6,1796.8,1247.8,959.0
219.8,1796.9,1238.2,972.0
216.7,1796.0,1225.3,971.0
213.9,1796.7,1209.1,969.0
211.1,1796.3,1199.6,973.0
209.0,1796.5,1175.4,954.0
206.8,1793.6,1167.5,951.0
203.4,1797.7,1150.3,992.0
199.7,1796.8,1137.3,1036.0
196.6,1798.7,1126.5,1035.0
194.6,1796.8,1105.9,1034.0
192.5,1795.2,1086.0,1020.0
189.6,1796.7,1072.5,1012.0
187.4,1794.4,1060.4,997.0
184.3,1793.2,1041.4,1001.0
182.2,1795.7,1032.2,998.0
179.9,1801.8,1016.1,971.0
177.4,1797.7,998.2,1005.0
174.1,1797.6,988.3,1085.0
170.4,1798.0,966.4,1138.0
168.0,1794.6,950.8,1156.0
165.6,1796.6,936.3,1163.0
164.0,1794.1,919.6,1164.0
161.0,1796.3,906.9,1159.0
158.5,1796.3,895.4,1156.0
155.6,1796.3,874.1,1161.0
153.8,1795.7,863.2,1154.0
151.1,1798.1,847.2,1145.0
148.9,1796.1,834.2,1146.0
147.0,1794.0,817.6,1143.0
143.9,1796.6,799.4,1132.0
141.4,1796.9,792.9,1123.0
139.6,1793.0,768.6,1119.0
137.1,1796.5,757.5,1112.0
134.5,1798.4,741.6,1103.0
132.1,1796.4,725.9,1101.0
129.5,1797.9,717.3,1089.0
127.2,1795.7,702.8,1081.0
124.6,1797.9,678.2,1073.0
122.7,1796.0,663.9,1073.0
120.5,1798.0,652.4,1059.0
118.7,1793.7,630.6,1059.0
116.3,1796.3,622.5,1048.0
113.9,1798.4,601.3,1040.0
111.5,1796.3,590.1,1035.0
109.4,1799.8,579.9,1022.0
107.3,1796.4,562.5,1012.0
105.2,1796.3,548.8,999.0
103.0,1794.3,530.7,982.0
100.6,1796.3,517.5,959.0
98.0,1796.2,496.5,935.0
96.6,1796.9,480.9,904.0
94.0,1795.7,475.6,872.0
91.7,1794.0,450.8,849.0
88.9,1798.5,438.9,822.0
87.0,1799.4,426.8,794.0
85.1,1795.2,414.5,771.0
83.0,1796.0,396.2,739.0
80.9,1796.0,383.0,703.0
79.0,1798.3,365.1,666.0
76.9,1796.0,348.8,632.0
74.6,1794.5,336.9,600.0
72.0,1795.7,318.5,570.0
69.7,1796.2,306.0,545.0
67.6,1796.4,288.7,526.0
65.7,1796.6,273.0,504.0
63.5,1795.8,260.7,484.0
61.5,1797.9,248.5,461.0
59.3,1797.7,229.3,439.0
57.4,1798.0,221.5,412.0
55.0,1796.0,201.3,388.0
52.6,1794.2,182.7,367.0
49.9,1796.3,170.2,349.0
47.8,1796.6,155.1,335.0
45.5,1796.3,135.3,322.0
43.5,1796.0,124.2,314.0
41.6,1796.6,111.9,299.0
39.2,1797.6,97.2,287.0
37.3,1794.5,77.5,276.0
35.5,1798.2,73.7,266.0
33.7,1796.4,48.5,251.0
31.5,1795.8,37.0,227.0
29.0,1796.0,13.8,204.0
26.8,1796.7,4.8,192.0
25.1,1796.9,-5.8,0.0
24.4,1771.4,10.8,169.0
23.7,1541.2,60.6,145.0
21.8,1273.1,57.5,129.0
21.1,1039.0,83.2,155.0
22.9,828.5,114.1,222.0
24.2,703.5,58.0,277.0
22.9,654.3,45.5,307.0
22.8,658.1,-29.1,0.0
